"","County","HWYPROP","RYPROP","fatal_rate","pct_pub_transport","rate_al_pn_gm_env","rate_ent_env","rate_ed_env","rate_food_env_neg","rate_food_env_pos","rate_hc_env","rate_rec_env","rate_trans_env","rate_civic_env","to_unit_rate"
"189","Calaveras",0.00999628,0.05655977,0.0006904,0.3,0.0003206,0.0007644,0.0002959,0.0004685,0.0019973,0.0022439,0.0004932,0.0000986,0.0000493,0
"190","Colusa",0.06840623,0.21041297,0.0009572,0.4,0.0003191,0.0003191,0.0005318,0.0004786,0.0018081,0.0014359,0.0002127,0.0001064,0.0000532,0
"191","Contra Costa",0.04728881,0.17177184,0.0001697,9,0.0002224,0.0004016,0.000703,0.0005575,0.0018739,0.0034475,0.0002445,0.0001349,0.0000769,0.0120002
"192","Del Norte",0.03938299,0.01949093,0.0007271,1.3,0.0003272,0.0002908,0.0002908,0.0004726,0.0023267,0.002363,0.000509,0.0002908,0.0002545,0.0214491
"193","El Dorado",0.02558816,0.06076061,0.0004415,1.8,0.0002943,0.0007422,0.000787,0.0007166,0.0021241,0.0033973,0.0004926,0.0001408,0.0000512,0.0023928
"194","Fresno",0.02693022,0.12975338,0.000723,1.7,0.0002877,0.0002902,0.0004078,0.0006067,0.0019114,0.002662,0.0001401,0.0000701,0.0000625,0.0208455
"195","Glenn",0.02239076,0.0770305,0.0010585,0.3,0.0003024,0.000378,0.0003402,0.0005292,0.0020414,0.0017389,0.0002268,0.0000378,NA,0
"196","Humboldt",0.03047102,0.07362977,0.0005849,1,0.0003794,0.0006165,0.0007667,0.0006244,0.002387,0.0039441,0.0003162,0.0000711,0.0001028,0.0112237
"197","Imperial",0.06133934,0.10412183,0.0009413,1.7,0.0001335,0.0001405,0.0003723,0.0004847,0.0014751,0.002023,0.0001335,0.0000773,0.0000562,0.0193171
"198","Inyo",0.03946155,0.07029787,0.0021733,0.7,0.0003901,0.0011145,0.0007244,0.001226,0.0030092,0.0036779,0.0008916,0.0001115,0.0002786,0
"199","Kern",0.03548633,0.08946849,0.0006393,1.4,0.0002872,0.0003204,0.0004368,0.0007345,0.0016912,0.0024107,0.0001678,0.0000756,0.0000484,0.0066486
"200","Kings",0.07277738,0.13321962,0.0008574,1.6,0.0002626,0.0002317,0.0003321,0.0004789,0.0013981,0.001738,0.0000695,0.0000309,0.0000618,0.0073845
"201","Lake",0.01571428,0.07093185,0.0007375,0.4,0.0002916,0.0003602,0.0004631,0.0007032,0.0017322,0.0037387,0.000223,0.0001029,0.0001201,0.0038416
"202","Lassen",0.03385459,0.03219891,0.000946,0.5,0.0001774,0.0003252,0.0003252,0.0005617,0.0010938,0.0020693,0.0001182,0.0000591,0.0000887,0
"203","Los Angeles",0.04787067,0.20580559,0.0002367,6.6,0.0003186,0.0004789,0.0004996,0.0005745,0.0023829,0.0035804,0.0001677,0.0001195,0.0000613,0.0102331
"204","Madera",0.03618095,0.08022591,0.0008935,0.7,0.0001949,0.0002274,0.0003818,0.0006498,0.0016489,0.0025018,0.0001949,0.0000406,0.0000487,0.008001
"205","Marin",0.05216956,0.17830768,0.0001092,10.1,0.0003033,0.0013021,0.0011768,0.0005985,0.0030572,0.0061143,0.0004691,0.0001537,0.0001173,0.0105383
"206","Mariposa",0.08058643,0.04133645,0.000467,1.4,0.0001168,0.0007005,0.0007005,0.000934,0.0022767,0.0023351,0.0002919,0.0000584,0.0002335,0
"207","Mendocino",0.02121079,0.04784941,0.0009274,0.6,0.0003362,0.0006723,0.0004637,0.0004405,0.0018663,0.0034661,0.0003014,0.0000811,0.0001043,0.0123341
"208","Merced",0.07929409,0.10791533,0.0006032,0.7,0.0001995,0.0001995,0.0003657,0.0005034,0.0017383,0.0021325,0.000152,0.0000522,0.0000475,0.0150935
"209","Modoc",0.02198883,0.02778807,0.0004233,0.1,0.0002117,0.000635,0.0007408,0.000635,0.0024341,0.0022225,0.0002117,0.0001058,0.0002117,0
"210","Mono",0.06842344,0.02832927,0.0014005,3,0.0004668,0.0009336,0.0005446,0.0013226,0.004357,0.0021785,0.0014005,0.0002334,0.0001556,0
"211","Monterey",0.08125926,0.20780681,0.0004182,2.2,0.000234,0.0005551,0.0004605,0.0005625,0.0021978,0.0031188,0.0002116,0.0000996,0.0000871,0.0114769
"212","Napa",0.0022781,0.30788762,0.0004586,1.4,0.0008771,0.0007725,0.0007403,0.0005713,0.0024381,0.0040876,0.0002655,0.0002092,0.0001126,0.0106052
"213","Nevada",0.02440596,0.09579004,0.000326,0.7,0.0002282,0.0011626,0.0007715,0.0006628,0.0024665,0.0042376,0.0005107,0.0000543,0.0000978,0.0031945
"214","Orange",0.04638578,0.20564676,0.0001946,2.8,0.0002705,0.0005375,0.0006032,0.0006862,0.0023676,0.0041152,0.0002716,0.0001342,0.0000495,0.0073872
"215","Placer",0.03682359,0.10882503,0.0003543,1,0.0002174,0.000624,0.0006804,0.0007971,0.0020854,0.0040419,0.0003865,0.0000845,0.0000644,0.0036755
"216","Plumas",0.00271808,0.05077944,0.0005763,0.3,0.0003362,0.0008644,0.0007683,0.0009604,0.0040338,0.0034575,0.0006723,NA,0.0002401,0.0337591
"217","Riverside",0.05099612,0.13781551,0.0005384,1.4,0.0002116,0.0003876,0.0004258,0.0005487,0.001731,0.0026835,0.0002084,0.0000997,0.0000485,0.0058943
"218","Sacramento",0.04471032,0.17312311,0.0003302,3.1,0.0002852,0.0003866,0.0006849,0.0006629,0.0018169,0.0030658,0.0001962,0.0001079,0.0000907,0.0125623
"219","San Benito",0.02205617,0.25342508,0.0003757,1.3,0.0002442,0.0003006,0.0003757,0.0004696,0.0015967,0.0024045,0.0001878,0.0001127,0.0000564,0
"220","San Bernardino Co",0.03999492,0.07999639,0.0005429,1.9,0.0002621,0.000358,0.0004943,0.000585,0.0015859,0.0022616,0.000162,0.0000766,0.000045,0.0064776
"221","San Diego",0.04786568,0.14670264,0.0002694,3.4,0.0002939,0.0005043,0.0005747,0.0006294,0.0021963,0.0032642,0.0002566,0.0001148,0.0000586,0.0100383
"222","San Francisco Cou",0.04342985,0.22297874,0.0001558,31.1,0.0007068,0.0007673,0.0006296,0.0006514,0.0043516,0.0049914,0.0001609,0.000233,0.000179,0.0189705
"223","San Joaquin",0.07361187,0.15527666,0.0004116,1.4,0.0002786,0.0002484,0.0004649,0.0006104,0.0017814,0.0025834,0.0001757,0.000071,0.000055,0.0105501
"224","San Luis Obispo C",0.03044621,0.09752533,0.0002878,1,0.0003851,0.0008148,0.0006364,0.0007054,0.0022701,0.0040822,0.0003689,0.0000932,0.0001135,0.0086873
"225","San Mateo",0.05957205,0.19414323,0.0001244,7.4,0.0002489,0.0004935,0.0006109,0.0005246,0.0024308,0.003613,0.0002135,0.0003097,0.000065,0.0065077
"226","Santa Barbara Cou",0.04333578,0.11278441,0.0002729,2.4,0.0003305,0.0007863,0.0005158,0.000616,0.0021811,0.0044122,0.000328,0.0001177,0.0001277,0.0159235
"227","Santa Clara",0.06212069,0.19115481,0.0001337,3.5,0.0002532,0.0004416,0.000646,0.0006009,0.0021057,0.0031505,0.0001652,0.0001183,0.0000588,0.0100369
"228","Santa Cruz",0.0307301,0.19049567,0.0003404,3.3,0.0003521,0.000939,0.0008216,0.0005947,0.0027073,0.0043662,0.0004069,0.0000822,0.0000939,0.0185875
"229","Shasta",0.03415523,0.05208209,0.0004594,0.9,0.0002695,0.0005268,0.000588,0.0009617,0.0018805,0.0039509,0.0003798,0.0000796,0.0001531,0.0135493
"230","Sierra",0.00531345,0.08855771,0.0008439,0,0.0002813,0.0005626,0.0008439,0.0005626,0.0028129,0.0036568,0.0002813,0.0002813,NA,0
"231","Siskiyou",0.01669261,0.04674764,0.0005869,0.6,0.0006095,0.0010609,0.0003837,0.0007449,0.0027313,0.0033408,0.0006772,0.0000903,0.0001806,0
"232","Solano",0.08387679,0.16824772,0.0003903,2.7,0.0001977,0.0002915,0.0006007,0.00055,0.0015131,0.0020632,0.00018,0.0001039,0.0000659,0.013375
"233","Sonoma",0.03247783,0.18174417,0.0003205,2.4,0.0003816,0.000737,0.0006869,0.0005975,0.0024116,0.0041495,0.000338,0.0001003,0.0001047,0.0091013
"234","Stanislaus",0.03825935,0.15129856,0.0006421,1,0.0002752,0.0003333,0.0005056,0.0006779,0.0019061,0.0028367,0.0001767,0.0000649,0.0000313,0.0108122
"235","Sutter",0.02926611,0.19266073,0.0005194,0.6,0.0002281,0.0003928,0.0004941,0.0007475,0.0018117,0.0035855,0.0002534,0.000076,0.000076,0.0130749
"236","Tehama",0.03480922,0.05156407,0.0007138,0.6,0.0003034,0.0003212,0.0003747,0.0005889,0.0017488,0.002302,0.0002498,0.0001071,0.0000714,0
"237","Trinity",0.01004507,0.03440667,0.000384,0.3,0.0003072,0.0004608,0.0002304,0.0006911,0.0015359,0.0016127,0.0006911,0.0001536,0.0000768,0
"238","Tulare",0.0142064,0.11741589,0.0006875,0.9,0.0002011,0.00025,0.0004483,0.0006114,0.0017445,0.0022444,0.000125,0.0000408,0.0000571,0.0096489
"239","Tuolumne",0.03554967,0.04435115,0.0012844,0.6,0.0004954,0.0005688,0.0005688,0.0006789,0.0025137,0.0035229,0.0004404,0.0000734,0.0001651,0
"240","Ventura",0.03821817,0.15464924,0.0002722,1.1,0.0002748,0.0005563,0.0005377,0.0005576,0.0020844,0.0036909,0.0002669,0.000069,0.0000704,0.0109905
"241","Yolo",0.09168339,0.24842336,0.0003498,3.7,0.0002609,0.0005455,0.0006937,0.0008123,0.0023716,0.0027096,0.0002609,0.0001245,0.0000652,0.0114372
"242","Yuba",0.03364895,0.09228706,0.0006975,0.7,0.0003819,0.0004484,0.0003985,0.0006642,0.0013451,0.0019097,0.0002159,0.000083,0.0000996,0.0074561
"243","Adams",0.06576306,0.19697211,0.0002941,4.3,0.0005524,0.0002803,0.0003848,0.0005442,0.0013165,0.0019128,0.0001704,0.0001127,0.000044,0
"244","Alamosa",0.04681264,0.07067184,0.0024055,0,0.0006682,0.0008018,0.0004677,0.0010023,0.0023386,0.0048109,0.0004009,0.0000668,0.0003341,0
"245","Arapahoe",0.04113043,0.17695217,0.0001271,3.2,0.0003853,0.0005185,0.0007091,0.0006209,0.0018546,0.0040454,0.000291,0.0001086,0.0000287,0
"246","Archuleta",0.02880628,0.03356792,0.0019196,0.1,0.0006062,0.0013134,0.0006062,0.0014144,0.0040412,0.0044453,0.0013134,NA,NA,0
"247","Baca",0.01442386,0.04183945,0.0026566,0,0.0004428,NA,0.0006642,0.0006642,0.0011069,0.0037636,NA,0.0002214,0.0002214,0
"248","Bent",0.0374226,0.02283527,0.0018339,0.3,0.0003334,0.0005002,0.0005002,0.0003334,0.0015005,0.0025008,0.0005002,0.0001667,0.0001667,0
"249","Boulder",0.02787956,0.17297573,0.0001442,4.9,0.0003399,0.000793,0.0007621,0.0007999,0.0022555,0.0055272,0.0003742,0.0000687,0.0000824,0
"250","Chaffee",0.06963067,0.0182557,0.000431,0.5,0.0007388,0.0015392,0.0006773,0.0010467,0.00314,0.0036941,0.0009851,0.0001231,0.0000616,0
"251","Cheyenne",0.06290774,0.04378965,0.0031376,0,0.0013447,NA,0.0008965,NA,0.0026894,0.0026894,NA,NA,NA,0
"252","Clear Creek",0.12988752,0.07646149,0.00118,2.1,0.0005364,0.0013946,0.0005364,0.0009655,0.0034327,0.0019309,0.0005364,0.0001073,NA,0
"253","Conejos",0.02063441,0.04118689,0.0013095,0.4,0.0005952,0.000119,0.0002381,0.0005952,0.0011905,0.0020238,0.0002381,NA,NA,0
"254","Costilla",0.00943219,0.01435057,0.000546,0.2,0.000273,0.000546,0.000273,0.000819,0.003003,0.000819,0.000273,NA,NA,0
"255","Crowley",0,0.11369287,0,0.6,0.0007249,NA,0.0003625,NA,0.0018123,0.0009061,NA,NA,NA,0
"256","Custer",0,0.0897777,0.0002855,0,0.0008564,0.0014273,0.0005709,0.0002855,0.0031402,0.0017128,0.0005709,NA,NA,0
"257","Delta",0.02917389,0.07592206,0.0004311,0.1,0.0008263,0.0008623,0.0005389,0.0007185,0.0019401,0.003449,0.0004671,0.0000359,0.0001437,0
"258","Denver",0.03465143,0.16952208,0.000265,8.4,0.0007086,0.0006869,0.0006671,0.0008366,0.0027117,0.0051457,0.0002128,0.0001821,0.0001785,0
"259","Dolores",0.01670811,0.01996698,0,0,0.0010846,0.0016269,NA,0.0021692,0.0016269,0.0005423,0.0005423,NA,NA,0
"260","Douglas",0.03954812,0.17231924,0.0003698,1.5,0.0002446,0.000421,0.0006486,0.0005462,0.0015816,0.002327,0.0002845,0.0000797,0.0000284,0
"261","Eagle",0.08069679,0.03623321,0.0003841,8.5,0.0008642,0.0008402,0.0007681,0.0010802,0.0046329,0.0036247,0.0011282,0.0003601,0.000096,0
"262","Elbert",0.03803697,0.0876115,0.0004026,1.1,0.0003523,0.0005032,0.0002013,0.0007045,0.0015097,0.001409,0.0003523,0.0000503,NA,0
"263","El Paso",0.02685387,0.14962927,0.0003173,1,0.0004817,0.0006132,0.0006113,0.0006229,0.0016753,0.0039193,0.0001896,0.0000561,0.0000793,0
"264","Fremont",0.04607824,0.07251427,0.0003684,0.5,0.0007368,0.0005634,0.0003467,0.0004551,0.0016687,0.0028389,0.0003034,0.000065,0.0000867,0
"265","Garfield",0.05486407,0.02248628,0.0001827,3,0.0008449,0.0007993,0.0005709,0.0013245,0.002786,0.0049097,0.0006166,0.0001142,0.0001142,0
"266","Gilpin",0,0.12986694,0.0004204,1.2,NA,0.0008409,0.0010511,0.0006306,0.0010511,0.0008409,0.0004204,0.0002102,NA,0
"267","Grand",0.05736313,0.02348785,0.000643,1.3,0.0011252,0.0008841,0.000643,0.0012056,0.0055457,0.0031345,0.0016075,0.0001607,0.0000804,0
"268","Gunnison",0.02116921,0.04273418,0.0005732,2.9,0.0013614,0.0008598,0.0002866,0.0009315,0.003941,0.0030095,0.0019347,0.0004299,0.0000717,0
"269","Hinsdale",0,0.08534625,0,0.5,NA,0.0012658,0.0012658,0.0037975,0.0050633,0.0037975,0.0025316,NA,NA,0
"270","Huerfano",0.06980181,0.04287591,0.0019079,0.4,0.0011447,0.000636,0.0003816,0.0011447,0.003307,0.0034342,0.0003816,0.0001272,0.0001272,0
"271","Jackson",0.00158569,0.06373965,0,0.4,0.0025365,0.0012682,0.0006341,0.0006341,0.0031706,0.0019023,0.0012682,NA,NA,0
"272","Jefferson",0.04031477,0.15795384,0.0002523,3.3,0.0005294,0.0005863,0.0007627,0.0007381,0.0019524,0.0036751,0.0003036,0.000093,0.0000493,0
"273","Kiowa",0.01930754,0.10924333,0.0018496,0.5,0.0006165,NA,NA,0.0006165,0.001233,0.0024661,NA,NA,NA,0
"274","Kit Carson",0.05537283,0.04537139,0.0012483,0.4,0.0003745,0.0003745,0.0003745,0.0014979,0.0024966,0.0027462,0.0004993,0.0002497,NA,0
"275","Lake",0.05899814,0.08542443,0.00064,3.4,0.0012801,0.00064,0.000384,0.0008961,0.0025602,0.0019201,0.000512,0.000128,NA,0
"276","La Plata",0.04320792,0.0553149,0.00066,1,0.0007738,0.0011834,0.0007055,0.0010924,0.0032544,0.007237,0.0010241,0.0002048,0.0001365,0
"277","Larimer",0.03875909,0.17264884,0.0004811,0.9,0.0004652,0.0009782,0.0006919,0.0007595,0.0021869,0.0049107,0.0004294,0.0000795,0.0000676,0
"278","Las Animas",0.02636307,0.0708472,0.0004603,0.5,0.0018413,0.0010521,0.0001973,0.0005261,0.0024988,0.0028934,0.000263,0.0000658,0.0000658,0
"279","Lincoln",0.04858439,0.10417904,0.0037785,0,0.0001643,0.0004929,0.0003286,0.0009857,0.0018071,0.0026286,0.0003286,0.0003286,0.0001643,0
"280","Logan",0.05366378,0.10340688,0.0007316,0,0.0006828,0.0005853,0.0005853,0.0005853,0.0022922,0.0038041,0.0002439,0.0001463,0.0000488,0
"281","Mesa",0.04825452,0.05435651,0.0003269,0.5,0.0005849,0.0006451,0.0006709,0.0006451,0.0021418,0.0043095,0.0005419,0.0001204,0.0000516,0
"282","Mineral",0.05461842,0.08154783,0.0012034,0.2,0.0036101,0.0024067,0.0012034,NA,0.0048135,NA,0.0036101,NA,NA,0
"283","Moffat",0.03090254,0.0138161,0.0006068,1.4,0.0008343,0.0005309,0.0004551,0.0012136,0.0026547,0.0034132,0.0004551,0.0001517,0.0000758,0
"284","Montezuma",0.04184212,0.03984938,0.0004196,0.3,0.0004616,0.0007973,0.0005455,0.0008812,0.0023919,0.0040285,0.0005036,0.000042,0.0001259,0
"285","Montrose",0.0197503,0.04271932,0.0004188,0.3,0.0007777,0.0007777,0.0006281,0.0008375,0.0021536,0.0043073,0.000329,0.0000897,NA,0
"286","Morgan",0.05822882,0.18060866,0.0008465,0.1,0.0006993,0.0002944,0.0004416,0.0007361,0.0017298,0.0031651,0.000184,0.0000736,0.0000368,0
"287","Otero",0.04396966,0.08709129,0.0001477,0.6,0.0009847,0.0003939,0.0006893,0.000837,0.0020186,0.0035449,0.0001477,0.0001969,NA,0
"288","Ouray",0.05894937,0.01706226,0.0013362,0.3,0.0024051,0.0024051,0.0008017,0.0018707,0.0058792,0.004543,0.0010689,NA,NA,0
"289","Park",0.02357973,0.07062239,0.0001377,2.3,0.000482,0.000964,0.0006197,0.0007574,0.00241,0.001446,0.0006886,0.0000689,NA,0
"290","Phillips",0.01865238,0.08356039,0,0,0.0008929,0.0004464,0.0011161,0.0006696,0.0013393,0.0055804,0.0008929,NA,0.0002232,0
"291","Pitkin",0,0.10006041,0.0006052,10.6,0.0012103,0.0020172,0.0015465,0.0011431,0.0078671,0.0080016,0.001412,0.0007396,0.0001345,0
"292","Prowers",0.05290194,0.06969718,0.0002071,0.3,0.0008286,0.0004833,0.0004833,0.0010357,0.0015881,0.0028309,0.0005524,NA,0.000069,0
"293","Pueblo",0.04864976,0.08939447,0.0005231,0.7,0.0009118,0.0005372,0.0004665,0.0008977,0.0018449,0.0040432,0.0002757,0.0000212,0.0000283,0
"294","Rio Blanco",0.02768151,0.04000691,0.0021717,0.2,0.0013365,0.0008353,0.0005012,0.0016706,0.003007,0.0035082,0.0013365,0.0001671,NA,0
"295","Rio Grande",0.04906336,0.07145976,0.0001611,0,0.000725,0.000725,0.000725,0.0011278,0.002014,0.0028196,0.0004028,NA,0.0000806,0
"296","Routt",0.02351735,0.049219,0.0005079,2.1,0.0008126,0.0007618,0.0010665,0.0012697,0.0041138,0.0062976,0.0016252,0.0001016,NA,0
"297","Saguache",0.03489535,0.02101126,0.001183,0,0.001183,0.000845,0.000507,0.001183,0.001014,0.001521,NA,NA,NA,0
"298","San Juan",0.11267664,0,0.0035842,0,0.0017921,0.0053763,NA,0.0053763,0.0107527,0.0053763,0.0107527,NA,NA,0
"299","San Miguel",0,0.06857492,0.0007583,3.4,0.0019715,0.0016682,0.0009099,0.0009099,0.0062178,0.0033364,0.0016682,0.0009099,0.0003033,0
"300","Sedgwick",0.09091081,0.09006372,0.0007281,0.2,0.0010921,0.0007281,NA,0.0007281,0.0018202,0.0054605,0.0007281,NA,NA,0
"301","Summit",0.10271222,0.09143692,0.0011041,5,0.001274,0.0009343,0.0007644,0.0014014,0.0047562,0.0035672,0.0019959,0.0004247,0.0001274,0
"302","Teller",0,0.12932952,0.0003405,0.4,0.0008757,0.0006811,0.000973,0.0007784,0.0021406,0.0023838,0.0002432,0.0001459,0.0000486,0
"303","Washington",0.02106575,0.07002243,0.0030451,0.1,0.000812,0.000203,0.000609,0.000203,0.00203,0.001827,0.000203,0.000406,NA,0
"304","Weld",0.03948167,0.18625337,0.0007516,0.4,0.0004919,0.0003924,0.0004864,0.0006466,0.0014812,0.0024484,0.0002377,0.0000995,0.0000553,0
"305","Yuma",0.03807349,0.05257199,0,0,0.0008129,0.0006097,0.0009145,0.0009145,0.0025404,0.0033533,0.0003048,0.0002032,0.0002032,0
"306","Fairfield",0.05432882,0.20096825,0.0001303,8.1,0.0003682,0.0006402,0.0008158,0.0006628,0.0025369,0.0046591,0.0003093,0.000349,0.0001258,0
"307","Hartford",0.06158511,0.21290108,0.0001937,3.5,0.0004421,0.0004655,0.0006556,0.0007525,0.0021687,0.0040435,0.0002205,0.000154,0.0001155,0.00773
"308","Litchfield",0.04606225,0.27581219,0.0001701,1,0.0004556,0.0008782,0.0008013,0.0005983,0.0023601,0.0038146,0.0003787,0.0001976,0.0001208,0
"309","Middlesex",0.0649418,0.25241193,0.0001677,1.2,0.0004901,0.000632,0.0008125,0.0007609,0.002141,0.003953,0.0004385,0.0001096,0.0000709,0
"310","New Haven",0.06668237,0.16801415,0.0002063,3.2,0.000483,0.0004114,0.0006481,0.0008349,0.0023628,0.0046019,0.0001978,0.0001638,0.0000995,0
"311","New London",0.07886514,0.37575877,0.0003011,1.6,0.0004632,0.0004593,0.0005905,0.0008453,0.0021035,0.0032576,0.0004477,0.0001891,0.0001235,0
"312","Tolland",0.04870987,0.24550534,0.000242,1.3,0.00033,0.000396,0.0007407,0.0005573,0.00154,0.002332,0.0001613,0.0001393,0.0000367,0
"313","Windham",0.06673775,0.40498344,0.00033,0.6,0.0004125,0.0004858,0.0004217,0.0007425,0.0017142,0.0027958,0.0002108,0.0001192,0.0001192,0
"314","Kent",0.06277451,0.22873353,0.0002841,0.8,0.0004894,0.0004025,0.000813,0.0007735,0.0017285,0.0028256,0.000292,0.0002526,0.0000789,0.015691
"315","New Castle",0.0618733,0.1985923,0.0004777,3.9,0.0004378,0.0004118,0.0008256,0.0007436,0.0017551,0.0033622,0.0002019,0.0001499,0.0000999,0.0105324
"316","Sussex",0.0441444,0.17448754,0.0007916,0.7,0.0004405,0.0005235,0.0007533,0.0009129,0.0025026,0.0027707,0.0005171,0.0001915,0.0000702,0
"317","District of Colum",0.0365182,0.25787287,0.0003234,33.2,0.0004737,0.0008618,0.0009789,0.0008268,0.0032112,0.0054417,0.0000926,0.0003059,0.0007062,0.0386062
"318","Alachua",0.09078756,0.20229461,0.0002891,2.4,0.0002982,0.0004818,0.0006377,0.0010094,0.001927,0.0038035,0.0002478,0.0001101,0.0001193,0.0126723
"319","Baker",0.0327829,0.12698776,0.0007637,0.2,0.0002696,0.0001797,0.0004942,0.000584,0.0014376,0.0011231,NA,0.0000449,0.0000449,0.0101981
