"","County","pct_rent_occ","pct_vac_units","med_hh_value","med_hh_inc","pct_pers_lt_pov","pct_no_eng","pct_hs_more","pct_unemp","work_out_co","med_rooms","pct_mt_10units","violent_rate"
"2426","Anderson",27.51847,8.230871,87500,35483,13.1,3.6,78.9,5.3,34.7,5.4,6.5,584.09998
"2427","Bedford",26.47968,7.238159,79000,36729,13.1,8.4,69.7,4.4,29.7,5.4,1.6,560.59998
"2428","Benton",19.40842,20.15125,67000,28679,15.6,1.9,65.8,7.3,39.1,5.1,1.3,621.10445
"2429","Bledsoe",18.32957,13.84675,67200,28982,18.1,2.1,66,6.6,52.5,5.2,0.3,548.68336
"2430","Blount",24.10528,9.332965,103900,37862,9.7,3.2,78.4,4.5,36.5,5.5,3.5,271.70001
"2431","Bradley",31.44599,6.895709,91700,35034,12.2,4.4,73.3,5,23.3,5.3,4.5,715.09998
"2432","Campbell",26.56124,12.96486,65600,25285,22.8,2.3,58.7,6.7,39.5,5.2,3.4,0
"2433","Cannon",21.4886,7.785978,79600,32809,12.8,2.2,67.2,4.6,62.9,5.4,2.4,487.03144
"2434","Carroll",20.9865,9.787853,60900,30463,13.9,2.6,67.9,8.3,44.2,5.3,0.4,623.97551
"2435","Carter",25.12561,9.390432,77300,27371,16.9,2.7,69.1,5.9,56.5,5.2,2,521.09998
"2436","Cheatham",16.40006,4.663903,109100,45836,7.4,3.1,75.4,2.8,72.6,5.6,1,0
"2437","Chester",22.70318,8.38459,78900,34349,14.4,2.1,67.8,6.8,54.2,5.3,2.9,617.44572
"2438","Claiborne",21.48487,11.03152,72000,25782,22.6,2.1,60.3,7.3,35.5,5.2,0.9,0
"2439","Clay",20.03551,14.65016,56400,23958,19.1,1.8,58.4,7.6,40.6,5,1.9,570.69509
"2440","Cocke",24.51678,13.14062,73600,25553,22.5,2.4,61.2,8.8,40.3,5,1.3,0
"2441","Coffee",28.53058,8.970404,82200,34898,14.3,3.7,73.7,6,24.2,5.6,2.5,452.70001
"2442","Crockett",25.08878,8.243728,65200,30015,16.9,6.1,65.1,5.1,43.4,5.5,1.6,613.47056
"2443","Cumberland",19.37154,13.0737,91400,30901,14.7,3.7,72.5,5.2,16.9,5.4,1.4,972.5
"2444","Davidson",44.65828,6.1555,115800,39797,13,9.8,81.5,5.2,13,5.1,21.6,1038.05
"2445","Decatur",19.94703,23.88338,58300,28741,16,3.1,63.6,5.2,34.3,5.2,1.3,611.77635
"2446","DeKalb",25.04296,16.94613,82600,30359,17,3.6,64.6,5.2,33.6,5.4,0.8,562.01848
"2447","Dickson",23.94828,6.477802,96200,39056,10.2,2.5,72.6,4.4,42.2,5.5,2.9,593.09998
"2448","Dyer",34.40445,8.509583,74900,32788,15.9,3,66.3,7.6,17.3,5.4,2.6,1321.5
"2449","Fayette",19.66179,6.661316,100100,40279,14.3,2.1,70.6,5.4,67.3,5.7,2,0
"2450","Fentress",20.90244,11.91103,56500,23238,23.1,1.6,57.3,7.3,31.4,5.2,2,533.63141
"2451","Franklin",21.52903,10.76548,82600,36044,13.2,3.4,73.8,5,40.2,5.7,0.4,182.89999
"2452","Gibson",27.88708,7.317536,66300,31105,12.8,2.3,70.9,5.8,33.7,5.4,1.8,611.79695
"2453","Giles",24.60514,10.67643,72900,34824,11.7,2.6,72.5,4.3,28.9,5.4,1.5,440.23833
"2454","Grainger",16.36034,15.02261,74000,27997,18.7,2.5,60.1,4.9,65.5,5.1,0.4,518.50724
"2455","Greene",23.3266,8.393797,80400,30382,14.5,3,69.6,5.6,15,5.4,2.3,607
"2456","Grundy",17.94319,11.46132,52300,22959,25.8,1.8,55.2,6.4,50.4,5.2,0.2,497.05449
"2457","Hamblen",27.46543,6.001701,85300,32350,14.4,7.1,69.3,4.2,18.5,5.4,3.5,660.40002
"2458","Hamilton",34.06271,7.608469,94700,38930,12.1,5.1,80.7,5.5,9,5.5,9.8,802.09998
"2459","Hancock",21.34344,15.57927,53900,19760,29.4,1.5,55.9,5.7,40.7,5.1,1,477.55014
"2460","Hardeman",25.8606,11.98803,59900,29111,19.7,4.4,66.7,6.6,34.7,5.3,1.3,598.35171
"2461","Hardin",22.74122,18.59139,69200,27819,18.8,1.9,66.9,5.3,30.6,5.2,0.6,534.06182
"2462","Hawkins",21.32567,10.15727,82500,31300,15.8,1.9,70.4,5.1,48.4,5.3,3.8,0
"2463","Haywood",34.14925,6.529805,68400,27671,19.5,3.8,65.6,6.8,40,5.3,1.1,1661.8
"2464","Henderson",20.82282,9.959811,74000,32057,12.4,1.9,69.3,4.5,32.4,5.3,0.9,572.59216
"2465","Henry",22.62847,17.51251,75800,30169,14.3,2.8,70.5,6.1,19.4,5.3,0.9,774
"2466","Hickman",19.8119,9.243037,79600,31013,14.3,2.5,64.3,4.6,59.6,5.4,1.6,536.66627
"2467","Houston",23.04104,17.5596,63300,29968,18.1,2.7,70.1,3.7,58,5.3,1.8,564.91285
"2468","Humphreys",22.06411,14.66635,76000,35786,10.8,2.4,72,4.6,33.6,5.5,0.9,552.86378
"2469","Jackson",19.21182,13.4999,68800,26502,18.1,3.1,61.6,6.3,56.5,5.3,1.4,567.06399
"2470","Jefferson",22.06937,11.20141,88800,32824,13.4,3,71,5.4,55.4,5.3,1.8,0
"2471","Johnson",20.34569,13.35195,72200,23067,22.6,1.9,58.4,7,36.5,5.2,1.5,503.25129
"2472","Knox",33.11417,7.913602,98500,37454,12.6,4.4,82.5,4.8,14.4,5.5,12.3,1116.3
"2473","Lake",39.95851,11.26657,53000,21995,23.6,3.6,56,8.6,32.6,5,3.5,626.24174
"2474","Lauderdale",35.0162,9.429139,59900,29751,19.2,3.2,62.3,6.9,32.1,5.3,1.3,603.86966
"2475","Lawrence",22.90698,7.972178,72400,30498,14.6,3.8,65.5,7.6,23.4,5.5,1.3,1454.4
"2476","Lewis",20.52043,9.126738,66700,30444,13.4,2.8,69.5,7.9,45.5,5.4,0.4,530.69937
"2477","Lincoln",23.7543,10.68648,73900,33434,13.6,2.9,69.6,5.6,39,5.5,0.8,0
"2478","Loudon",20.86678,7.71546,97300,40401,10,3.2,75.6,3.6,49.3,5.7,1.8,0
"2479","McMinn",24.26348,8.808841,80300,31919,14.5,3.1,69.3,5.3,27.7,5.4,1.3,1588.6
"2480","McNairy",20.01002,11.04377,61400,30154,15.9,2.3,68.5,5.2,41.8,5.3,0.7,588.55993
"2481","Macon",21.37443,10.99618,67700,29867,15.1,3,60.2,5,43.9,5.3,0.9,531.6842
"2482","Madison",33.01361,6.944117,85100,36982,14,3.9,78.8,6.9,11.4,5.6,4.7,1127.1
"2483","Marion",19.45275,9.085668,76100,31419,14.1,2.1,64.6,5.4,52.4,5.3,1.3,564.32312
"2484","Marshall",26.98166,7.816832,83800,38457,10,2.9,73.6,4.3,32.3,5.5,2.2,414.70001
"2485","Maury",27.23869,7.77708,96800,41591,10.9,3.9,77.9,4.2,30,5.5,3.3,638.94995
"2486","Meigs",18.05297,17.03932,87200,29354,18.3,3,63.5,6.3,67.1,5.2,0.9,532.19098
"2487","Monroe",21.65829,11.32643,79400,30337,15.5,2.8,66.7,7.5,35.4,5.3,1.7,0
"2488","Montgomery",36.50941,7.355225,85100,38981,10,8.4,84.3,6.3,38.2,5.4,4.1,612.79999
"2489","Moore",16.32745,12.08747,85600,36591,9.6,0.8,76.6,4.9,64.5,5.9,1.4,404.44031
"2490","Morgan",17.15308,9.385532,60200,27712,16,1.4,63.8,7,60.9,5.3,0.3,526.64021
"2491","Obion",28.45547,9.020637,67500,32764,13.3,3.1,71,5.3,24.8,5.4,0.9,866.20001
"2492","Overton",19.17386,11.54014,71600,26915,16,2.7,59,5.5,46.8,5.2,0.7,591.66652
"2493","Perry",14.1912,26.53706,62600,28061,15.4,2.4,63.8,5.4,28.4,5.1,0.8,584.04969
"2494","Pickett",15.7341,29.26252,66900,24673,15.6,2.1,62.9,4,38.1,5.2,0.9,536.05585
"2495","Polk",19.23077,12.4983,72100,29643,13,2.4,62.2,4.9,70.4,5.1,0.4,549.0736
"2496","Putnam",34.37764,7.620003,92600,30914,16.4,5.3,72.6,5,14.8,5.4,5,283.10001
"2497","Rhea",24.61552,10.99085,76700,30418,14.7,2.7,65.3,6.4,25.5,5.2,0.5,532.54333
"2498","Roane",22.46227,9.281527,86500,33226,13.9,2,74.8,5.6,49.7,5.5,3.2,0
"2499","Robertson",23.49543,5.186949,107300,43174,9,4.4,74.8,3.4,56.4,5.6,2.6,1349.2
"2500","Rutherford",30.15367,5.909426,113500,46312,9,5.9,81.8,5,37.5,5.5,8.2,548.20001
"2501","Scott",23.45483,7.924571,60300,24093,20.2,1.5,60.7,7.3,20,5.3,1.5,529.74871
"2502","Sequatchie",23.77325,9.214808,80300,30959,16.5,2.3,66.7,5.1,50.4,5.1,1.1,498.65764
"2503","Sevier",26.65894,23.58263,112500,34719,10.7,2.9,74.6,6.5,26.2,5.2,6.9,434.10001
"2504","Shelby",36.91919,6.774412,92200,39593,16,6.5,80.8,6.8,4.8,5.5,12.2,540.71997
"2505","Smith",21.19802,10.26745,87100,35625,12.2,2,67.5,4.4,39.7,5.6,1,515.4198
"2506","Stewart",20.73022,17.51715,76800,32316,12.4,3.6,74.3,7.6,57.4,5.2,0.9,551.94593
"2507","Sullivan",24.23532,7.959219,88000,33529,12.9,2.3,75.8,4.6,28.3,5.6,4.8,650.30005
"2508","Sumner",24.46006,5.257758,125800,46030,8.1,4,79.7,3.7,50.7,5.9,5.9,663.26666
"2509","Tipton",23.82083,5.025178,91500,41856,12.1,2.3,74.6,4.9,58.6,5.6,1,0
"2510","Trousdale",23.74101,10.17771,76800,32212,13.4,4.4,61.4,3.4,63,5.5,2.1,534.31963
"2511","Unicoi",23.43002,8.497687,82400,29863,13.1,2.6,67.7,6.8,45.9,5.4,1.5,520.81281
"2512","Union",19.13379,14.83072,79000,27335,19.6,1.2,56.3,5.2,64.8,5.2,0.6,527.1612
"2513","Van Buren",14.40367,11.12923,55800,28165,15.2,1.3,62,6.7,57.7,5.3,0.3,536.48852
"2514","Warren",27.13919,9.035892,72800,30920,16.6,6.3,67.2,4.7,17.7,5.4,3,438.79999
"2515","Washington",31.84297,7.501204,96700,33116,13.9,3.4,77.2,5.4,26.2,5.4,7.7,649.29999
"2516","Wayne",17.09906,11.41621,56600,26576,16.3,1.6,61.3,7.4,36.3,5.3,1.2,457.93343
"2517","Weakley",31.1567,8.902733,67900,30008,16,3.6,70.3,6.1,29.8,5.4,1.7,270.60001
"2518","White",20.28389,9.439702,76300,29383,14.3,2.2,64.8,6.2,33,5.4,0.8,525.74629
"2519","Williamson",18.53102,4.850548,208400,69104,4.7,5.4,90.1,2.6,49.2,7,6.2,71.199997
"2520","Wilson",18.57735,6.079436,136600,50140,6.7,2.9,80.9,3.9,56.1,6,2.2,663.54999
"2521","Anderson",26.10665,14.95986,58900,31957,16.5,6.8,64.4,7.5,17,5.1,4.6,380.79999
"2522","Andrews",20.3434,14.7963,42500,34036,16.4,33.6,68,8.1,22.8,5.2,4,516.92983
"2523","Angelina",27.57539,11.56158,63600,33806,15.8,14.1,71.2,6,9.6,5.1,5.5,503.5
"2524","Aransas",24.8905,28.92279,79000,30702,19.9,18.3,74.6,7.4,38,4.6,5.5,476.63792
"2525","Archer",18.80419,13.58822,61200,38514,9,5,81.1,3.3,63.8,5.4,0.6,427.64974
"2526","Armstrong",20.94763,12.82609,60500,38194,10.6,4,82.4,3.4,55.1,5.7,0.7,381.85408
"2527","Atascosa",21.51998,13.88833,52900,33081,20.2,45.3,65.2,6,51.9,5,0.6,402.00619
"2528","Austin",22.78495,14.28711,85000,38615,12.1,17.1,74.5,4.4,47.2,5.5,3.5,421.97091
"2529","Bailey",28.66269,14.24397,37300,27901,16.7,41.7,61.5,8.7,21.6,5,2.2,557.62235
"2530","Bandera",17.10414,26.23382,99000,39013,10.8,13.5,84.8,4.8,58,4.9,0,372.26904
"2531","Bastrop",19.66463,9.692639,93400,43578,11.6,22.3,76.9,3.9,59.3,5.2,0.6,0
"2532","Baylor",27.41485,36.48936,34200,24627,16.1,9.4,70.1,4.8,25.5,4.9,0.9,399.62192
"2533","Bee",34.45536,17.16793,47200,28392,24,42.3,73.7,8,23.2,5,3.8,306.29999
"2534","Bell",44.29813,7.840961,78100,36872,12.1,17.7,84.7,6.8,11.1,5.1,11,416.04999
"2535","Bexar",38.81258,6.217789,74100,38328,15.9,43.2,76.9,5.9,4.3,5.1,14.2,467.46664
"2536","Blanco",21.37451,18.06003,93000,39369,11.2,16.5,80.6,2.9,44,5,0.5,377.71774
"2537","Borden",26.71233,32.87356,43100,29205,14,16.5,83.9,3.7,47.4,5.2,0,463.65288
"2538","Bosque",22.45019,22.1888,57900,34181,12.7,10.7,75.9,5.2,44.2,5.1,0.8,341.62413
"2539","Bowie",29.06709,9.338233,66600,33001,17.7,5.5,77.3,6.9,20.2,5.3,5.8,993.70001
"2540","Brazoria",25.95602,9.570993,88500,48632,10.2,21.3,79.5,5.4,40.3,5.3,9.6,382.35001
"2541","Brazos",54.44549,6.473748,96000,29104,26.9,19.9,81.3,8.5,7,4.7,16.4,456.64999
"2542","Brewster",40.58326,20.48114,67000,27386,18.2,42.7,78.6,10.7,8.4,4.6,8.1,411.30001
"2543","Briscoe",22.92818,28.03181,30000,29917,16,16.5,74.8,3.4,29.4,5.1,0.4,369.62212
"2544","Brooks",26.92733,15.3606,34600,18622,40.2,77.7,49.9,8.5,23.1,4.9,2.5,496.77709
"2545","Brown",27.7506,20.02907,47800,30974,17.2,12.4,74.6,7,7.6,5,4.2,1114.5
"2546","Burleson",20.4149,22.37404,55900,33026,17.2,14.1,71.1,4.6,52.9,5,0.8,164.3
"2547","Burnet",21.58684,17.57359,93600,37921,10.9,13.5,77.8,2.9,35.1,5,1.1,361.53553
"2548","Caldwell",30.38092,9.116881,68000,36573,13.1,32.3,71.3,5.5,62.8,5,3,486.29999
"2549","Calhoun",27.22386,27.31002,56400,35849,16.4,32.8,69,7.4,16.3,4.8,3.5,302.29999
"2550","Callahan",19.16617,14.58228,49800,32463,12.2,5.9,79.3,5,62.3,5.1,0.4,331.8462
"2551","Cameron",32.29564,18.70978,53000,26155,33.1,79,55.2,11.4,8.8,4.5,9.3,516.5
"2552","Camp",25.20757,17.06197,61000,31164,20.9,15.9,69.5,6,40.6,5,1.5,628.68778
"2553","Carson",16.43725,12.25577,52400,40285,7.3,7.3,82.6,2.9,57.4,5.5,0.1,393.25991
"2554","Cass",21.35357,12.23902,53300,28441,17.7,3.2,75,5.7,39.9,5.1,1.6,683.18395
"2555","Castro",28.97501,13.66479,51000,30619,19,44.9,65.4,5.8,23.6,5.2,3.3,458.78585
"2556","Chambers",16.43506,11.58088,85000,47964,11,11.7,76.9,5,60.2,5.3,2.4,446.58635
"2557","Cherokee",26.18461,13.15391,53700,29313,17.9,12.9,68.4,5.6,26.7,5.1,3.3,566.09998
"2558","Childress",29.34519,19.1239,44900,27457,17.6,17.7,65,5.7,7.7,4.9,7.7,409.82985
"2559","Clay",16.97895,13.40144,48100,35738,10.3,3.3,80.4,3.5,64.6,5.3,0.1,420.93319
"2560","Cochran",25.89763,17.51733,25700,27525,27,42.3,62.7,11.1,27.7,5,0.8,574.52206
"2561","Coke",21.24352,45.69117,48100,29085,13,14.4,74.2,4.4,37.1,4.7,0.1,376.99679
"2562","Coleman",25.40499,25.89558,32300,25658,19.9,10.2,71,6.4,23.6,5,3.1,361.61988
"2563","Collin",31.34308,6.630339,155500,70835,4.9,18.5,91.8,3,51.3,6.1,17.6,235.46001
"2564","Collingsworth Cou",21.09737,24.89843,35400,25438,18.7,18.2,71.3,4.3,20.5,5.3,0,402.88188
"2565","Colorado",23.33464,18.97996,59200,32425,16.2,19.9,69.1,5.1,28.8,5.2,2.4,389.00911
"2566","Comal",22.79295,11.16205,117000,46147,8.6,19.6,83.9,3.8,45.9,5.3,5.6,766
"2567","Comanche",23.79573,22.28008,43600,28422,17.3,19,70.2,4.4,29.7,5,0.9,343.60798
"2568","Concho",24.95274,28.89785,43600,31313,11.9,29.2,59.3,3.6,29,5.1,0.2,349.09939
"2569","Cooke",27.9484,9.415046,73100,37649,14.1,9.7,79.2,4.6,33.7,5.3,2.8,819.5
"2570","Coryell",45.19799,8.385379,69500,35999,9.5,15.3,81.1,6.7,69.7,5.2,4.3,373.5
"2571","Cottle",28.41463,24.63235,26900,25446,18.4,15.9,66.1,5.8,22.5,5,0.8,348.28198
"2572","Crane",14.70588,14.78697,39100,32194,13.4,40.6,68.7,8.3,23.4,5.1,0.9,498.53983
"2573","Crockett",28.54331,25.62226,52400,29355,19.4,48,62.1,6.6,13.2,4.7,3.4,431.26267
"2574","Crosby",30.65287,21.54903,35600,25769,28.1,41.8,61.8,8.2,35.5,5.1,0.3,435.19884
"2575","Culberson",29.56274,20.36336,32500,25882,25.1,73.4,56.1,6.1,8.6,5.1,0.6,595.90164
"2576","Dallam",37.03064,14.08973,44600,27946,14.1,19.6,65,4.7,23.6,5.1,1.1,462.31534
"2577","Dallas",47.40256,5.443972,92700,43324,13.4,32.5,75,5.6,12.8,4.8,25.4,403.63501
"2578","Dawson",26.59755,14.07273,39300,28211,19.7,44.3,65.2,8.2,10.4,5.2,2.7,497.14327
"2579","Deaf Smith",32.55663,10.61614,46600,29601,20.6,48.9,60.9,8.6,16.8,5,2.9,498.5
"2580","Delta",22.92264,13.11203,39400,29094,17.6,2.2,75.5,5.6,59.6,5.2,1.8,522.48817
"2581","Denton",35.51475,5.453712,133200,58216,6.6,15.5,89.4,3.8,56,5.6,17.1,190.95
"2582","DeWitt",23.3523,17.69073,47100,28714,19.6,23.2,67.9,5.8,28.7,5.1,1.2,436.96451
"2583","Dickens",22.34694,28.36257,22900,25898,17.4,21.8,70.6,5.1,19.1,5,0,373.34673
"2584","Dimmit",26.05804,19.55253,29000,21917,33.2,76.5,54.3,14.2,20.3,4.8,0.5,393.94889
"2585","Donley",25.60203,33.64172,46100,29006,15.9,6.4,78.2,9.5,27.8,5,0.1,389.37613
"2586","Duval",19.1954,21.52264,28600,22416,27.2,78.4,59.7,9.5,37.7,4.9,1.7,470.4184
"2587","Eastland",23.31649,23.31623,33100,26832,16.8,10.4,72.6,7.9,17.7,5.1,2.6,359.29525
"2588","Ector",31.3552,11.42222,47700,31152,18.7,37.1,68,7.7,14.6,4.9,13.6,567.40002
"2589","Edwards",20.34956,34.18242,38200,25298,31.6,46.7,67.1,4.9,23.9,5.1,0.2,340.78005
"2590","Ellis",23.75473,5.249418,91400,50350,8.6,16.8,77.8,5.2,51.4,5.5,3.4,315.16666
"2591","El Paso",36.38952,6.426907,69600,31051,23.8,73.3,65.8,9.5,4.8,5.1,13.2,302.36667
"2592","Erath",36.93507,12.85536,67600,30708,16,14.8,77.1,10.7,17.4,4.9,7.1,160.39999
"2593","Falls",28.32512,15.17367,38800,26589,22.6,13.9,66.2,7.4,45.3,5.2,2.6,412.50795
"2594","Fannin",25.33994,13.82789,54500,34501,13.9,6.4,72.5,5.2,40.2,5.2,1.4,546.20001
"2595","Fayette",21.84132,21.51534,71600,34526,11.4,20.3,71.3,3.4,25.9,5.3,2,393.78455
"2596","Fisher",23.19328,21.60738,31300,27659,17.5,19.6,73.3,4.4,35.8,5.1,0.2,356.07149
"2597","Floyd",26.04396,15.24371,37900,26851,21.5,40.4,63.5,6.7,24.8,5.2,0.4,389.0055
"2598","Foard",25,21.88235,26100,25813,14.3,12.5,70,2.2,27.7,5,1.4,386.25596
"2599","Fort Bend",19.19217,4.376202,115100,63831,7.1,30.7,84.3,4.9,63.4,6.3,6.6,376.57999
"2600","Franklin",21.01758,26.85113,66100,31955,15.6,10.1,77.4,4.5,46.7,5.1,1,597.60716
"2601","Freestone",21.35701,19.04645,56000,31283,14.2,6.9,76.8,4.2,37,5.1,1.2,546.77196
"2602","Frio",31.01413,16.20141,35100,24504,29,61.2,57.7,7.3,23.4,4.7,2.5,382.29529
"2603","Gaines",21.40568,13.47505,48000,30432,21.7,47.7,56.2,5.5,19.4,5.1,1.1,533.19737
"2604","Galveston",33.75324,15.17099,85200,42419,13.2,17.2,80.9,6.7,39.3,5.1,12.9,440.93332
"2605","Garza",29.10403,13.74481,38700,27206,22.3,30.1,70.1,5.7,19.4,5.2,4.9,433.22695
"2606","Gillespie",22.49736,13.94668,106400,38109,10.2,26.5,80.1,3.7,17.8,5.2,2.4,32.200001
"2607","Glasscock",32.71222,26.81818,56400,35655,14.7,27,69.9,3.5,33.3,5.1,0,437.69826
"2608","Goliad",19.74281,22.82545,57400,34201,16.4,29.2,72.4,3.2,45.7,5.1,0.5,449.53596
"2609","Gonzales",30.83161,17.23212,48500,28368,18.6,34.1,62,4.8,25.2,4.9,1.9,373.24288
"2610","Gray",22.55203,16.78811,36700,31368,13.8,13,75.3,5.4,13.5,5.2,4.9,567.40002
"2611","Grayson",29.4546,11.31326,69100,37178,11.3,7.1,80.2,4.7,21,5.2,6.2,390.65002
"2612","Gregg",35.89149,7.900926,76800,35006,15.1,9.3,79.1,6.9,14.6,5.2,8.5,542.20001
"2613","Grimes",22.19786,18.30348,56700,32280,16.6,14.1,67.3,6.2,44.7,5.1,1.7,443.00413
"2614","Guadalupe",22.98058,7.99464,91400,43949,9.8,26.8,78.1,5.4,57.9,5.3,3.2,319.15002
"2615","Hale",35.15658,11.4668,53800,31280,18,39.3,65.9,6.7,13.9,5,3.5,437.20001
"2616","Hall",25.71059,22.1328,24100,23016,26.3,25.6,61.7,9,19.5,5.1,1.9,378.37679
"2617","Hamilton",22.22881,24.26487,47300,31150,14.2,9,73.8,2.6,31.7,5.2,1,331.36662
"2618","Hansford",25.63591,13.91155,49900,35438,16.4,29.5,69.9,4,15.7,5.3,0.7,393.3627
"2619","Hardeman",26.76274,17.59966,29300,28312,17.8,11.9,70.7,4.2,27.7,5.3,0.9,397.9551
"2620","Hardin",17.47262,10.23896,75800,37612,11.2,3.4,79.5,5.7,59.8,5.2,1.8,0
"2621","Harris",44.66029,7.134417,87000,42598,15,36.2,74.6,6.4,6.5,4.9,27,412.94617
"2622","Harrison",22.84402,12.11983,68400,33520,16.7,6.5,78.3,7.4,39.9,5.3,1.7,593.29999
"2623","Hartley",23.56608,8.863636,94000,46327,6.6,11.2,77.3,1.2,56.1,5.7,2.6,505.39841
"2624","Haskell",21.05878,27.73558,30600,23690,22.8,17.3,71.1,5.2,26.7,5,0.3,364.43168
"2625","Hays",35.10925,6.264905,129400,45006,14.3,23.1,84.7,6.3,49.5,5.1,10.4,391.79999
"2626","Hemphill",22.65625,17.31266,56800,35456,12.6,13.3,79.9,3.1,15.8,5.4,2.4,404.65781
"2627","Henderson",20.025,19.84416,75300,32533,15.1,7.5,73.5,6.5,45.3,5,1.9,1016.9
"2628","Hidalgo",26.94358,18.5998,52400,24863,35.9,83.1,50.5,12,7.8,4.5,4.6,413.63998
"2629","Hill",25.03278,16.54814,54700,31600,15.7,12.9,71.8,4.9,36.8,5.1,1.8,369.26567
"2630","Hockley",25.58169,12.61478,50400,31085,18.9,29.3,68.2,6.9,33.1,5.1,3.1,334.89999
"2631","Hood",18.80564,15.33107,112100,43668,8.5,7.5,83.5,4.8,45.3,5.2,2.6,0
"2632","Hopkins",28.61794,12.36805,61000,32136,14.6,9.8,73.6,4.8,24.6,5.1,4.9,236.89999
"2633","Houston",23.92542,23.02889,49300,28119,21,7.5,70,6.1,20.9,5.2,1,1223.1
"2634","Howard",30.47678,16.18957,39000,30805,18.6,31.1,70.6,6.7,8.6,5,6.3,258
"2635","Hudspeth",19.04762,25.76479,30500,21045,35.8,74.1,46.1,8.2,24.8,4.8,0,606.85105
"2636","Hunt",28.56447,11.53586,62000,36752,12.8,8.8,76.9,5.8,38,5.1,7.9,1266.6
"2637","Hutchinson",21.14618,14.60767,45300,36588,11.1,13,79.6,5.6,15.6,5.2,2.8,307.89999
"2638","Irion",22.33429,24.07002,60800,37500,8.4,22.8,78.8,2.6,46.6,5.1,0,411.16615
"2639","Jack",23.17033,16.93021,44100,32500,12.9,6.6,75.8,4,37.2,5.1,0.8,417.65714
"2640","Jackson",26.25562,18.47212,52700,35254,14.7,19,72.7,5,36.2,5.1,3.6,412.60829
"2641","Jasper",19.4052,18.85859,59900,30902,18.1,5,73,7.2,35.2,5.1,2,0
"2642","Jeff Davis",29.79911,36.90141,59800,32212,15,36.9,74.7,5.8,28.3,5,0,474.60376
"2643","Jefferson",34.05146,9.012539,59400,34706,17.4,13.2,78.5,8.1,9.2,5.2,10.7,447.80002
"2644","Jim Hogg",22.42424,21.36049,32400,25833,25.9,81.8,58,8.1,25.2,4.8,1.8,472.52501
"2645","Jim Wells",23.5167,12.53796,41300,28843,24.1,62.6,64.8,6.6,27.8,5.1,3.1,1042.5
"2646","Johnson",21.12018,5.690635,81900,44621,8.8,12,77.6,4.6,57.6,5.4,2.1,478.60001
"2647","Jones",20.8469,15.14649,34600,29572,16.8,16.4,64.3,6.1,48,5.3,1.1,386.11472
"2648","Karnes",25.9991,18.70779,41600,26526,21.9,43.2,59.1,6.5,27.8,5.1,0.6,434.4961
"2649","Kaufman",20.79862,6.757739,85700,44783,10.5,11,74.5,4.5,57.2,5.4,2.1,920.54999
"2650","Kendall",20.37617,10.36528,139900,49521,10.5,17,85.4,3.3,52.5,5.6,2,360.94958
"2651","Kenedy",59.42029,50.88968,22500,25000,15.3,85.4,57.9,6.5,30.5,4.2,0.7,500.47335
"2652","Kent",21.52975,35.93467,24200,30433,10.4,11.4,78.1,3.8,17.9,4.9,0,393.52476
"2653","Kerr",26.68837,11.9389,96600,34283,14.5,18.2,81.2,4.6,10.7,5.1,5.6,338.58906
"2654","Kimble",26.42015,37.71696,50700,29396,18.8,18,72.1,3,12.2,4.6,2.1,325.93144
"2655","King",61.11111,37.93103,13800,35625,20.7,4.8,78.1,0,31.1,4.8,0,376.53556
"2656","Kinney",22.14612,31.09596,45800,28320,24,47.2,66.9,9.4,27.8,4.8,2,367.93637
"2657","Kleberg",41.4464,14.49423,51800,29313,26.7,55.3,68.2,10.6,21.9,4.9,7.5,887.20001
"2658","Knox",24.55621,20.62001,27800,25453,22.9,23.3,66.8,6.4,17.8,5.1,0.3,402.21889
"2659","Lamar",32.77245,9.643348,57300,31609,16.4,4.7,76.3,5.6,10.4,5.2,5.7,1545.2
"2660","Lamb",24.42164,14.83953,34300,27898,20.9,35.3,63.7,5.8,21,5.2,1.1,504.08373
"2661","Lampasas",25.98413,13.7745,72400,36176,14.1,15.9,78.8,4.7,50.7,5.2,1.9,349.1039
"2662","La Salle",25.3436,25.32841,22700,21857,29.8,70.2,50.1,7.9,28.2,4.9,1.1,409.155
"2663","Lavaca",21.60647,20.5861,55800,29132,13.2,14,68.6,2.5,31.8,5.2,1.1,387.90285
"2664","Lee",20.57213,17.34053,75000,36280,11.9,20.1,71.7,2.6,37.4,5.1,1.7,388.65324
"2665","Leon",17.19179,25.42475,64200,30981,15.6,8.6,73.8,5.4,30,5.1,0.5,521.67181
"2666","Liberty",20.99647,11.82518,63900,38361,14.3,12.3,69.6,6.9,53.5,5.1,3.3,0
"2667","Limestone",25.09486,18.70437,46300,29366,17.8,12,67.4,5.5,26.9,5.1,1.5,445.36421
"2668","Lipscomb",22.07469,21.80402,39700,31964,16.7,18.6,74.5,4.2,29.4,5.4,1.4,391.16439
"2669","Live Oak",18.58156,31.73015,55200,32057,16.5,30.4,67.1,5.8,32.7,4.8,1.8,454.45577
"2670","Llano",19.12679,33.39251,102100,34830,10.3,6.7,83.5,2.9,38.1,5,1.2,352.26216
"2671","Loving",19.35484,55.71429,0,40000,0,32.8,86.3,0,18.4,5.1,0,504.29802
"2672","Lubbock",40.807,8.031215,69100,32198,17.8,22.3,78.4,5.8,4.2,4.9,15.2,1206.1
