"","County","pct_rent_occ","pct_vac_units","med_hh_value","med_hh_inc","pct_pers_lt_pov","pct_no_eng","pct_hs_more","pct_unemp","work_out_co","med_rooms","pct_mt_10units","violent_rate"
"2673","Lynn",25.40357,11.86821,38500,26694,22.6,37.4,61.9,6.1,35.6,5.2,0.4,508.12041
"2674","McCulloch",27.28105,21.67782,34000,25705,22.5,21,70.5,6.9,12.7,5,1.5,357.80356
"2675","McLennan",39.81283,7.000413,67700,33560,17.6,15.6,76.6,7.6,6.8,5.1,11.8,357.86667
"2676","McMullen",19.15493,39.523,46800,32500,20.7,27.4,74.7,1.7,30,4.6,0,432.63701
"2677","Madison",22.99438,18.40734,55900,29418,15.8,16.2,72.8,5.8,32.8,5.1,1.1,515.60932
"2678","Marion",17.93926,27.78822,48700,25347,22.4,3.6,67.5,8.2,57.8,4.7,0.7,685.51846
"2679","Martin",25.73892,14.43625,53800,31836,18.7,39.3,65.8,4.9,35.6,5.1,0.4,506.25076
"2680","Mason",19.47729,32.25127,53900,30921,13.2,18.7,78.1,1.6,20.7,5,0.3,343.81972
"2681","Matagorda",33.19186,25.30761,61500,32174,18.5,26.6,70.3,8.4,24.2,4.8,5.8,548.79999
"2682","Maverick",30.48361,12.08946,50200,21232,34.8,92.1,42.1,17.6,13,4.6,4.3,153.8
"2683","Medina",20.32609,13.12559,68100,36063,15.4,36.8,72.2,5.2,51,5.2,1.2,0
"2684","Menard",24.64647,38.39452,28900,24762,25.8,27.1,69.4,3.5,26,4.6,0.7,325.35819
"2685","Midland",30.46204,11.05909,73400,39082,12.9,25.8,79.2,5.4,13.4,5.2,11.9,565.40002
"2686","Milam",26.98119,15.34143,49300,33186,15.9,17.3,70.9,4.7,33.2,5.2,1.1,396.8096
"2687","Mills",19.14043,25.64103,48800,30579,18.4,12.3,76.7,2.6,28.3,5.2,0,364.41262
"2688","Mitchell",24.00423,31.93378,31000,25399,17.7,27.6,71.7,3.8,25.1,5,1.6,395.15011
"2689","Montague",21.26126,21.21274,53200,31048,14,5.9,73,5.6,35.9,5,1.2,430.61035
"2690","Montgomery",21.8266,8.401171,114800,50864,9.4,13.8,81.6,4.5,48.7,5.6,8.2,542.25
"2691","Moore",29.52465,9.414282,60400,34852,13.5,40.7,62.1,4.3,9.6,5,3.5,438.70001
"2692","Morris",22.16683,13.3289,45600,29011,18.3,3.9,73.7,6.5,45.8,5.2,1.6,668.37441
"2693","Motley",22.60726,27.77116,30100,28348,19.4,11.2,73.5,2.2,21.6,5,1.1,379.65378
"2694","Nacogdoches",38.47132,12.1552,73900,28301,23.3,11.6,73.7,10.7,14.1,4.9,9.4,688.09998
"2695","Navarro",29.2887,10.61304,56700,31268,18.2,15.4,71.7,7.8,24,5.1,4,351.89999
"2696","Newton",15.49346,23.84395,48200,28500,19.1,3.6,68.7,10.5,61.6,4.8,0.5,609.56777
"2697","Nolan",32.62561,13.24522,35300,26209,21.7,24.1,69.9,6.4,12.1,5.1,6.5,360.60001
"2698","Nueces",38.66987,10.30226,70100,35959,18.2,42.9,74.4,7.6,7.3,5,12.9,754.65002
"2699","Ochiltree",27.5069,13.47838,48800,38013,13,29,69.2,4.6,11.5,5.2,2.4,406.36467
"2700","Oldham",33.7415,9.815951,50000,33713,19.8,12.9,80.5,6.9,23.6,5.3,0,495.51603
"2701","Orange",22.77353,9.025043,66100,37586,13.8,5.8,79,7.9,43.5,5.2,5,620.90002
"2702","Palo Pinto",28.07249,24.8759,46700,31203,15.9,11.4,71.2,5.1,35.1,5.1,3.1,220.3
"2703","Panola",19.24952,16.18206,60600,31909,14.1,4.6,75.9,6.4,33.2,5.2,1.2,682.45983
"2704","Parker",19.434,8.663889,99400,45497,8.3,7.1,80.5,4.2,59.4,5.4,1.6,216.7
"2705","Parmer",27.69416,10.98607,49400,30813,17,44.1,60.7,5.3,17.6,5.2,1.1,532.80354
"2706","Pecos",25.84902,18.69675,40200,28033,20.4,55.9,62.5,5.7,9.7,5,4.5,437.15481
"2707","Polk",18.361,28.60651,60000,30495,17.4,12,70,6.7,30.7,4.8,1.2,0
"2708","Potter",39.89941,8.605767,54400,29492,19.2,24.7,71.1,7.1,20.9,4.8,9.9,815
"2709","Presidio",29.92095,23.31009,35500,19860,36.4,84.4,44.7,13,18.5,4.7,1.3,459.12257
"2710","Rains",17.33481,20.03095,60500,33712,14.9,5.5,73,6.1,59.1,4.9,0.8,528.71119
"2711","Randall",29.70902,4.671644,93500,42712,8.1,8.4,89.5,4.2,60,5.3,11.8,29.700001
"2712","Reagan",21.58988,23.76033,50500,33231,11.8,47.6,63,3.3,13,5.1,1.1,421.35637
"2713","Real",22.97189,37.96711,56700,25118,21.2,20.3,73,3.6,28.3,4.9,0,367.78622
"2714","Red River",25.03861,15.7461,34400,27558,17.3,5.8,65.7,5.9,35.6,5,1.4,606.24703
"2715","Reeves",22.41506,18.87765,24900,23306,28.9,67.5,46.6,12.4,11.4,5,1,488.49957
"2716","Refugio",25.25963,18.64268,42600,29986,17.8,32.2,68.1,4.9,29.1,5.1,0.7,471.13771
"2717","Roberts",20.44199,19.37639,48800,44792,7.2,1.7,90,1.3,53.7,5.8,0,402.82754
"2718","Robertson",28.38647,21.52654,53000,28886,20.6,12.7,68.1,6.2,51.4,5.1,0.7,443.88226
"2719","Rockwall",17.34343,5.348186,147100,65164,4.7,12.6,86.7,1.8,66.1,6.3,3.3,207.7
"2720","Runnels",22.58356,18,37800,27806,19.2,23.3,68.9,5.7,21.9,5.2,0.5,381.77543
"2721","Rusk",20.07602,12.59878,60900,32898,14.6,8.4,74.1,5.5,44.7,5.2,1.5,1588.1
"2722","Sabine",13.75697,41.44144,57600,27198,15.9,3.2,72.5,9.2,33.2,4.7,0.2,610.94476
"2723","San Augustine Cou",18.43357,33.25243,52000,27025,21.2,4,69.9,7,42.2,4.9,0.5,175.60001
"2724","San Jacinto",12.12577,24.90451,59400,32220,18.8,6.4,72.6,7.5,72,5,0.7,0
"2725","San Patricio",31.7793,11.14463,66000,34836,18,39.1,71.4,7.2,43.2,5.1,4.9,206.60001
"2726","San Saba",24.37746,22.43307,47000,30104,16.6,19.6,70,3.7,22.3,5,0.1,369.85672
"2727","Schleicher",24.30493,18.6725,45700,29746,21.5,40.6,60.4,1.8,25.3,4.9,1.4,340.54702
"2728","Scurry",26.07714,19.06637,42500,31646,16,22.8,72.3,6,11.2,5.1,3,124.3
"2729","Shackelford",21.30769,19.40484,42800,30479,13.6,9.5,79.2,1.8,37.4,5.4,3,344.87531
"2730","Shelby",21.77176,19.74069,55600,29112,19.4,9.3,68.9,5.2,23.7,5,0.7,600.04874
"2731","Sherman",25.80071,11.84314,48800,33179,16.1,25.8,73.1,4.5,35.2,5.4,0.1,436.8816
"2732","Smith",30.31572,8.380636,82600,37148,13.8,12,80.2,6.5,9.9,5.3,8,737.09998
"2733","Somervell",25.30763,11.34545,91300,39404,8.6,12.4,78,4.7,32.6,5.1,1.8,341.86743
"2734","Starr",20.57599,18.0738,37800,16504,50.9,90.7,34.7,20.9,19.6,4.6,0.7,427.5
"2735","Stephens",27.64272,25.17883,45800,29583,15.6,13.2,72.3,3.7,18.4,5,4.9,354.98219
"2736","Sterling",23.78168,18.95735,53000,35129,16.8,26.9,70.4,2,23.5,5.3,0,409.07675
"2737","Stonewall",21.45863,23.82479,30100,27935,19.3,12.5,71,3,15.8,5,0,368.48268
"2738","Sutton",27.9868,24.17417,49900,34385,18,48.3,64.4,3.5,9.1,4.9,2.1,337.78931
"2739","Swisher",29.57265,11.76471,38200,29846,17.4,27.4,69.7,5.8,27.1,5.2,1.3,409.10858
"2740","Tarrant",39.16915,5.6494,90300,46179,10.6,21.9,81.3,4.6,24,5.2,16.4,309.82941
"2741","Taylor",38.463,9.186261,61700,34035,14.5,14.2,81.2,8.2,6.5,5.1,8.8,366.70001
"2742","Terrell",22.34763,55.29768,26500,24219,25.2,52.7,70.9,5.3,15.4,4.7,0.2,450.6739
"2743","Terry",28.89201,15.90328,43800,28090,23.3,38.8,62.5,5.7,22.8,5.1,1.8,531.9806
"2744","Throckmorton",22.7451,28.2364,34200,28277,13.5,6.9,77.4,4.4,29,5.3,0,406.12929
"2745","Titus",27.64866,10.51991,63800,32452,18.5,26.9,65.5,5.9,16.1,5.1,4.3,419.10001
"2746","Tom Green",35.86816,10.04873,63600,33148,15.2,26.5,76.2,7.4,4.8,5,13.5,426.5
"2747","Travis",48.52229,4.500106,134700,46761,12.5,28.7,84.7,4.1,8.6,4.8,25.8,304.60001
"2748","Trinity",19.23816,29.70151,53400,27070,17.6,5.1,73.1,6.7,53.4,4.9,0.7,520.29497
"2749","Tyler",16,25.37671,50600,29808,15.8,4.7,71.9,6.4,44.1,4.9,1.8,516.25948
"2750","Upshur",18.29947,10.98459,59600,33347,14.9,4.5,76.3,5.2,61.1,5.2,0.9,0
"2751","Upton",24.44267,21.93909,31100,28977,19.9,38.1,67.1,5.5,24.9,5,0.2,476.07214
"2752","Uvalde",27.98224,15.80759,46000,27164,24.3,60,59.6,6.7,11.9,4.9,1.4,423.20001
"2753","Val Verde",33.9764,13.12009,58600,28376,26.1,69.9,58.7,11.3,8.8,4.8,2.6,192.2
"2754","Van Zandt",19.13713,12.92592,66400,35029,13.3,7.4,72,5.9,54.4,5.1,0.8,0
"2755","Victoria",32.63609,8.72363,73300,38732,12.9,27,76.2,4.7,15.1,5.2,7.3,755.09998
"2756","Walker",40.12457,13.25181,80400,31468,18.4,14.3,73.1,8.8,22.2,4.9,14,458.5
"2757","Waller",27.5457,11.69385,84700,38136,16,18.1,73.9,13.8,59,5.2,2.2,424.23499
"2758","Ward",21.84662,17.96358,34400,29386,17.9,36.1,70.1,8.4,26,4.9,4,484.59696
"2759","Washington",26.45292,14.49286,84200,36760,12.9,13,72.1,4.3,16.5,5.3,3.3,701.70001
"2760","Webb",34.33189,8.089701,74600,28100,31.2,91.9,53,9.3,3.2,4.6,7.8,600.20001
"2761","Wharton",31.2386,10.88161,59100,32208,16.5,26.7,69.8,6,26.5,5.2,5.8,481.10001
"2762","Wheeler",21.97955,19.91068,37000,31029,13,10.4,72,1.8,18.6,5.3,0,121.9
"2763","Wichita",37.67263,9.123143,61500,33780,13.2,12.3,79.9,5.9,4,5.2,7.2,528.59998
"2764","Wilbarger",33.73668,13.09057,46800,29500,13.1,16.7,72.2,3.8,8.2,5.1,4.9,353.10001
"2765","Willacy",22.70774,16.99123,34600,22114,33.2,78.1,48.7,13.8,36.9,4.6,1.1,488.17419
"2766","Williamson",25.78775,3.940216,125800,60642,4.8,17.2,88.8,2.8,55.7,5.8,7.8,357.57999
"2767","Wilson",15.04802,8.852188,85100,40006,11.3,29.6,73.8,4.9,66.9,5.4,0.6,0
"2768","Winkler",16.83437,19.60174,29600,30591,18.7,39.8,60.3,8.2,24.3,5,0.6,500.40018
"2769","Wise",18.65176,10.72654,89100,41933,9.9,10.9,76.1,4.2,49.2,5.3,1.2,0
"2770","Wood",18.61757,18.70784,69800,32885,14.3,5.5,76.3,8.4,39.9,5.1,1.1,0
"2771","Yoakum",21.7902,16.9805,40400,32672,19.6,39.6,59.4,9.2,15.6,5,0.2,546.77766
"2772","Young",26.24529,15.72201,45200,30499,15.7,9.6,72.1,5.2,12.4,5.1,2.2,431.06024
"2773","Zapata",18.05662,36.41965,46500,24635,35.8,78.7,53.1,11.1,13.7,4.2,0.8,446.51429
"2774","Zavala",27.01283,15.8773,25300,16844,41.8,84.8,43.4,16.7,31,4.2,0,378.26146
"2775","Beaver",21.08981,25.48872,89200,34544,8.3,8.3,83.2,2.2,8.2,5.4,5.1,290.17187
"2776","Box Elder",20.03956,7.495249,118900,44630,7.1,8.3,87.8,5.2,24.7,6.6,2.4,138.39999
"2777","Cache",35.36652,5.138626,131800,39730,13.5,10.9,90.4,5.1,10.3,6,6.8,129.35001
"2778","Carbon",22.63591,15.19277,86100,34036,13.4,7.8,81.1,8.9,11.5,5.4,1.7,278.78568
"2779","Daggett",29.41176,68.63469,76400,30833,5.5,7.1,83.7,7.7,21.2,4.5,0,224.95981
"2780","Davis",22.4098,3.930432,156400,53726,5.1,7.6,92.2,4.4,45.7,6.9,7,107.08889
"2781","Duchesne",19.21474,34.75959,81800,31298,16.8,4.3,81,7.8,20.8,5.2,0.1,219.92646
"2782","Emery",17.96424,15.26997,84200,39850,11.5,5.5,84.2,6.4,25,5.8,0.1,358.92143
"2783","Garfield",21.00254,43.04301,90500,35180,8.1,3.5,85.8,8.1,10.4,5.2,0,399.74405
"2784","Grand",29.09144,15.46036,112700,32387,14.8,8.7,82.5,8.8,6.5,5,2.1,377.30217
"2785","Iron",33.65955,21.96358,112000,33114,19.2,7.5,88.6,5.3,9,5.2,11.2,103.3
"2786","Juab",20.35831,12.59787,115900,38139,10.4,4,82.9,3.6,40.3,5.7,1,243.33796
"2787","Kane",21.94904,40.61588,103900,34247,7.9,6.1,86.4,5.3,28.8,5.2,0.2,415.60023
"2788","Millard",20.39063,15.08182,84700,36178,13.1,8.6,86.7,5.9,7.5,6.1,2.7,273.49342
"2789","Morgan",11.68133,5.189991,174500,50273,5.2,5.1,92.6,3.8,61.6,7.1,0,200.8214
"2790","Piute",12.77014,31.67785,80900,29625,16.2,4.9,85.7,6.4,30.8,5.5,0,316.10112
"2791","Rich",16.27907,73.21429,84300,39766,10.2,3.3,91.5,4.2,35.3,4.7,9.4,205.93956
"2792","Salt Lake",30.98553,5.095695,157000,48373,8,16.2,86.8,4.6,6.2,6,14.3,404.96249
"2793","San Juan",20.71411,24.95871,68400,28137,31.4,47.2,69.6,15.1,20.3,4.3,1,495.15575
"2794","Sanpete",21.20055,16.9057,104800,33042,15.9,9.2,84.6,6.8,20.3,6.1,3.2,244.60278
"2795","Sevier",18.0398,13.32668,95700,35822,10.8,4.5,85.8,6.3,9.8,6.2,1.5,307.33734
"2796","Summit",24.47735,40.92287,296000,64962,5.4,10.2,92.5,2.8,35.6,5.6,12.9,0
"2797","Tooele",21.71649,8.217492,127800,45773,6.7,8.5,85.6,5.6,45.5,5.8,2.1,407
"2798","Uintah",23.04874,9.435841,84800,34518,14.5,6.5,79.8,7.7,12.2,5.6,1.1,270.48444
"2799","Utah",33.15789,4.196904,156400,45833,12,11.5,90.9,4.8,13.9,6.3,10.3,92.699997
"2800","Wasatch",19.37592,27.74223,185300,49612,5.2,8,89.3,4.3,43.8,6,0.4,0
"2801","Washington",26.03627,17.92587,139800,37212,11.2,7.6,87.6,5.5,6.7,5.3,5.1,168
"2802","Wayne",22.35955,33.03236,97600,32000,15.4,3.2,88.5,3.3,12.4,5.7,0,380.97653
"2803","Weber",25.12101,6.750504,125600,44014,9.3,12.6,85,6,29.2,6,7.3,237.825
"2804","Addison",25.03061,14.65517,111300,43142,8.6,5.1,86.4,4.5,29.4,5.7,1.8,201.37938
"2805","Bennington",28.60703,23.48606,115700,39926,10,4.4,84.9,4.6,17.4,5.8,2.7,154.60001
"2806","Caledonia",27.06851,19.5877,83100,34800,12.3,4.5,82.6,6.2,25.2,5.6,2.7,162.70806
"2807","Chittenden",33.94211,4.097581,139000,47673,8.8,8,90.6,4,7,5.5,7.6,114.32
"2808","Essex",20.33051,45.35909,68700,30490,13.7,10.1,75,6.2,58.7,5.1,0.6,137.6108
"2809","Franklin",25.02833,12.64134,99300,41659,9,6.5,82.6,3.7,36.1,5.7,1.8,169.68763
"2810","Grand Isle",18.7251,40.78919,127600,43033,7.6,5.7,84.2,3.4,68.2,5.2,0.8,177.62738
"2811","Lamoille",29.18339,16.24126,114900,39356,9.6,4.8,87,4.6,28.6,5.5,2.6,169.39095
"2812","Orange",21.88186,18.3027,94300,39855,9.1,3.1,84.1,4.4,53.3,5.5,1.3,182.61462
"2813","Orleans",25.94295,28.80801,78800,31084,14.1,9.8,78.2,6.7,15.5,5.4,1.3,161.55945
"2814","Rutland",30.19706,20.52861,96000,36743,10.9,4.6,84.3,4.7,13.6,5.6,5.5,279.79999
"2815","Washington",31.51866,14.41542,102500,40972,8,6.1,88.4,3.2,17.9,5.6,6.6,183.07375
"2816","Windham",32.08707,32.04261,109500,38204,9.4,4.7,87.3,4,17.7,5.4,4.8,222.10001
"2817","Windsor",28.46619,23.58875,108500,40688,7.7,4.3,88.1,3.2,34.8,5.6,3.2,85.699997
"2818","Accomack",25.01471,21.74425,79300,30250,18,6.7,67.9,7.6,21.1,5.5,0.6,0
"2819","Albemarle",34.17305,5.468565,161100,50749,6.7,8.6,87.4,3.1,45.2,6,12.9,0
"2820","Alleghany",15.18742,11.40743,77500,38545,7.1,2.1,77.5,5.3,42.8,5.7,2,393.92262
"2821","Amelia",17.99528,8.006075,92400,40252,8.4,2.6,68.3,2.9,66.5,5.7,0,467.10696
"2822","Amherst",21.89096,7.848433,88800,37393,10.7,3,70.6,5,53.7,5.7,1.8,0
"2823","Appomattox",18.99662,8.682223,81600,36507,11.4,2.9,70.7,2.9,57.9,5.5,1.2,432.35738
"2824","Arlington",56.73059,4.505342,262400,63001,7.8,33.1,87.8,2.8,70.4,4.3,45.3,0
"2825","Augusta",16.8265,7.180791,110900,43045,5.8,2.6,78.2,2.5,50.5,5.9,1.7,0
"2826","Bath",20.16561,29.10912,79700,35013,7.8,4.6,74,4.2,28.6,5.6,0,370.01089
"2827","Bedford",13.41556,11.18811,127000,43136,7.1,2.8,80.1,2.9,77.5,5.8,0.7,0
"2828","Bland",13.94081,18.75989,71500,30397,12.4,3,70.9,4.5,54.7,5.6,0,403.1045
"2829","Botetourt",12.2735,6.928645,130500,48731,5.2,2.2,81.4,2.7,65.4,6.3,0.3,0
"2830","Brunswick",22.33551,16.7617,73000,31288,16.5,2.1,63.2,7.2,50.2,5.7,0.3,553.79123
"2831","Buchanan",17.10627,11.97106,55400,22213,23.2,1.4,52.9,8.3,28.5,5.3,0.4,430.78803
"2832","Buckingham",22.08866,15.35771,74900,29882,20,2.2,62.8,5.5,55.5,5.4,0.8,441.74778
"2833","Campbell",22.71428,6.560123,96900,37280,10.6,2.8,73.4,3.1,62.2,5.5,0.3,0
"2834","Caroline",17.97781,9.764878,88900,39845,9.4,2.7,71.3,4.4,67.6,5.7,0.5,0
"2835","Carroll",18.30789,16.9891,68900,30597,12.5,2.8,64.3,6.1,49.4,5.2,0.7,0
"2836","Charles City",15.13109,7.772021,86700,42745,10.6,2.6,65.7,3.7,77.6,5.8,0.4,455.22143
"2837","Charlotte",22.5611,13.65539,72700,28929,18.1,4.1,63.2,5.6,52.1,5.4,0.8,476.8823
"2838","Chesterfield",19.05153,4.027347,120500,58537,4.5,7.8,88.1,3.2,54.2,6.6,5.8,0
"2839","Clarke",24.46378,8.277654,139500,51601,6.6,3.4,82.1,2.1,63.6,6.2,3.1,451.9145
"2840","Craig",18.64078,19.34221,85400,37314,10.3,1.8,76.6,2.8,76.2,5.5,1.4,403.18606
"2841","Culpeper",29.4951,5.671665,123300,45290,9.2,5.8,73.7,3.2,46.1,5.9,5.6,361.60001
"2842","Cumberland",22.81746,13.63525,79300,31816,15.1,4.9,63.8,3.5,70.6,5.6,0.5,445.46199
"2843","Dickenson",17.92929,12.38938,55900,23431,21.3,1.5,58.9,7.2,45.2,5.2,1.4,460.57149
"2844","Dinwiddie",20.77523,6.181107,86900,41582,9.3,3.3,70,3.8,68.3,5.7,1.9,0
"2845","Essex",22.75344,18.89972,98700,37395,11.2,3.1,73.5,3.2,47.5,5.8,2.8,501.09561
"2846","Fairfax",29.04247,2.419792,233300,81050,4.5,30,90.7,2.6,47.3,6.9,19.1,286.79999
"2847","Fauquier",23.83328,5.720802,162700,61999,5.4,5.2,84.5,2.5,58.1,6.7,2.8,0
"2848","Floyd",18.18339,14.37232,79700,31585,11.7,2.9,70.1,3.6,57,5.5,0.9,373.71612
"2849","Fluvanna",14.71504,7.869793,111300,46372,5.9,3.4,80,2.9,72.1,6.1,0.2,0
"2850","Franklin",18.79977,16.52507,105000,38056,9.7,3.1,72.2,3.8,41.3,5.4,2.2,0
"2851","Frederick",19.65425,5.240362,118300,46941,6.4,4.5,78.6,2.5,58,5.9,3.2,0
"2852","Giles",20.98942,9.544749,69200,34927,9.5,2,75.9,5.4,46.3,5.5,2.2,416.20268
"2853","Gloucester",18.62573,9.431489,111600,45421,7.7,4.6,81.7,4,59.3,5.8,1.5,0
"2854","Goochland",13.31601,6.056446,149800,56307,6.9,3.5,78.8,1.7,72,6.6,0.1,395.34879
"2855","Grayson",18.69403,20.43188,65800,28676,13.6,2.9,64.1,3.6,68.1,5.1,0.6,380.49478
"2856","Greene",18.49659,6.882726,111400,45931,6.6,2.9,78.4,2.7,72.7,5.7,0.7,386.58562
"2857","Greensville",21.74815,10.35857,69000,32002,14.7,1,62.1,4.4,59.6,5.4,0.6,537.08913
"2858","Halifax",23.97789,11.41391,73300,29929,15.7,2.6,63.9,7.4,22,5.4,1.6,0
"2859","Hanover",15.72893,3.338924,143300,59223,3.6,3.6,86.6,2.2,64.7,6.8,4.6,0
"2860","Henrico",34.25051,3.952208,121300,49185,6.2,9,86.6,2.9,44.9,5.9,13.6,0
"2861","Henry",23.11585,7.758188,75500,31816,11.7,4.6,64.9,5.4,35.2,5.2,3.1,0
"2862","Highland",16.26879,37.92536,83700,29732,12.6,2.8,72.8,6.8,27,5.8,0,353.14774
"2863","Isle of Wight Cou",19.13597,6.19095,129300,45387,8.3,3,76.2,4.1,63.4,6,1.9,0
"2864","James City",22.96479,8.516272,167300,55594,6.4,5.9,89.3,3.6,57.4,6.2,6.6,0
"2865","King and Queen Co",17.73288,11.19601,84400,35941,10.9,1.8,68.2,4.1,75.6,5.9,0,513.78223
"2866","King George",28.17271,10.68915,123200,49882,5.6,4.3,80.4,4.2,46,5.8,1.7,555.48173
"2867","King William",14.94016,6.610137,100200,49876,5.5,4.1,79.1,3.1,70.1,6,0.3,475.06193
"2868","Lancaster",17.02638,22.99169,131600,33239,12.5,3.3,74.4,6.4,26.2,6,1.2,551.67789
"2869","Lee",25.64393,12.44813,56900,22972,23.9,2.3,60.6,8,38,5.3,1.7,422.97152
"2870","Loudoun",20.55426,3.635779,200500,80648,2.8,15,92.5,2,58.5,7.2,10,284.5
"2871","Louisa",18.5822,16.11135,96400,39402,10.2,2.6,71.7,3.4,63.6,5.7,1.4,0
"2872","Lunenburg",22.22889,12.86611,60200,27899,20,3.2,63.4,5.2,52.6,5.5,1.2,507.98737
"2873","Madison",23.06394,9.543806,100600,39856,9.6,3.4,75,3.2,58.4,5.9,0.2,431.21947
"2874","Mathews",15.33571,26.27039,118000,43222,6,3.4,80.8,3.2,60.8,6,0.8,547.2352
"2875","Mecklenburg",25.66597,25.5818,80200,31380,15.5,4,67.8,6.6,23.3,5.4,0.9,588.62784
"2876","Middlesex",16.99977,33.14995,124300,36875,13,4.2,73.7,3.9,50.5,5.7,0.1,600.94062
"2877","Montgomery",44.85595,4.703784,114600,32330,23.2,7.4,82.8,5.4,22.8,5.3,18,181.5
"2878","Nelson",19.17785,31.1784,95100,36769,12.1,3.6,69,4.8,59,5.5,7.3,400.15466
"2879","New Kent",11.20812,5.343071,128100,53595,4.9,2.2,80.6,3.8,80.7,6.2,0.1,442.5847
"2880","Northampton",31.3099,18.72613,78700,28276,20.5,5.7,67.4,7,22.8,5.7,1.2,554.7385
"2881","Northumberland Co",12.55941,32.10873,129100,38129,12.3,2.5,75.9,3.9,53.2,5.9,0.1,610.5371
"2882","Nottoway",29.07839,11.12506,73200,30866,20.1,3.6,64.4,5.9,38.3,5.6,1.3,488.63596
"2883","Orange",22.9064,10.60419,115000,42889,9.2,3.1,75.2,2.9,55.3,5.9,2,0
"2884","Page",26.0935,11.85943,86300,33359,12.5,2.9,64.8,3.9,37.8,5.7,0.7,0
"2885","Patrick",19.77644,17.12308,75300,28705,13.4,3.7,62.2,4,44.8,5.1,0.7,410.09118
"2886","Pittsylvania",19.87927,11.87748,80300,35153,11.8,2.7,67.3,4.3,66,5.3,1.5,0
"2887","Powhatan",11.14632,3.342655,132100,53992,5.7,2.8,78.9,1.8,76.8,6.3,0.5,0
"2888","Prince Edward Cou",31.4891,12.8338,93000,31301,18.9,5.2,69.9,13.3,28.8,5.4,2.8,483.2021
"2889","Prince George Cou",26.93178,5.286221,118200,49877,8,9.9,81.6,4.1,55,5.9,2.5,0
"2890","Prince William Co",28.30919,3.551177,149600,65960,4.4,16.3,88.8,3,66.5,6.9,11.9,0
"2891","Pulaski",26.38121,10.30322,80000,33873,13.1,2.1,74.2,5.5,34.6,5.4,4.4,395.2021
"2892","Rappahannock",24.56958,15.59189,129300,45943,7.6,3,76,2.2,56.7,6,0,421.79588
"2893","Richmond",22.77835,16.37244,86700,33026,15.4,5.1,60,5,54.2,5.6,1.7,510.63171
"2894","Roanoke",22.8709,3.972758,118100,47689,4.5,5.1,85.8,2.1,66.8,6.4,11.2,0
"2895","Rockbridge",22.4016,11.14136,92400,36035,9.6,3,71,3.6,45.7,5.6,1.8,367.09112
"2896","Rockingham",21.97594,7.219701,107700,40748,8.2,5.6,72.4,3.4,52.2,5.8,2.2,0
"2897","Russell",18.87353,10.62846,69800,26834,16.3,1.8,62.5,6.9,40.5,5.4,0.8,432.40091
"2898","Scott",21.68453,13.73844,69100,27339,16.8,1.2,64.4,5.9,60.5,5.3,1.6,422.08591
"2899","Shenandoah",26.88165,14.44132,99400,39173,8.2,4.9,75.3,2.7,34.8,5.7,4.6,397.34671
"2900","Smyth",25.85044,10.70743,67900,30083,13.3,2.3,67.5,4.7,20.3,5.4,2.2,417.14772
"2901","Southampton",25.70473,11.03712,82500,33995,14.6,2.2,63.2,4.7,62.2,5.8,0.3,549.84168
"2902","Spotsylvania",17.79737,6.063788,128500,57525,4.7,5.5,83.8,3.2,63.8,6.4,4.1,0
"2903","Stafford",19.39908,3.878363,156400,66809,3.5,7.3,88.6,3,70.9,7.1,3.6,0
"2904","Surry",22.98587,20.4918,88100,37558,10.8,1.7,70.4,5.3,70.3,5.7,1.6,534.73508
"2905","Sussex",30.51381,11.32603,71600,31007,16.1,2.2,57.6,5.3,55.7,5.5,1.9,529.88373
"2906","Tazewell",22.70613,10.36292,67900,27304,15.3,2.4,67.5,9.1,31.9,5.5,1.4,0
"2907","Warren",25.88732,9.113467,108800,42422,8.5,3.5,75.5,3.4,55.5,5.8,4,292.79999
"2908","Washington",22.73936,8.39243,90400,32742,10.9,2.3,72.3,4.2,41.1,5.6,2.4,0
"2909","Westmoreland",20.75665,26.27612,95300,35797,14.7,5,69.3,4.1,59.1,5.4,0.6,513.07405
"2910","Wise",24.76738,9.998876,65700,26149,20,2.1,62.5,7.2,37.6,5.3,1.9,0
"2911","Wythe",22.63053,9.675141,77300,32235,11,2.5,70.2,4.3,30.3,5.4,1.6,401.97935
"2912","York",24.2,3.38631,152700,57956,3.5,7.2,91.7,2.8,76.6,6.6,3,0
"2913","Alexandria city",60.04621,3.676207,252800,56054,8.9,30,86.8,3.2,74.8,4.2,49.6,317
"2914","Bedford city",39.69829,6.772761,90400,28792,19.7,3.4,70.9,13.3,44.4,5.3,12.4,340.55903
"2915","Bristol city",34.95702,9.339946,71400,27389,16.2,2.5,72.4,6.5,53.6,5.4,8.6,525.29999
"2916","Buena Vista city",29.36788,6.222386,72900,32410,10.4,2.7,69,3.9,62.4,5.3,6.3,370.44595
"2917","Charlottesville c",59.13002,4.206697,119000,31007,25.9,10.7,80.8,4.3,44.7,5.1,16.8,754
"2918","Chesapeake city",25.14592,3.814399,122300,50743,7.3,5.6,85.1,4.1,60.1,6.2,5.1,665.09998
"2919","Clifton Forge cit",37.26236,11.01982,52800,26090,19.4,2.5,75,7.3,64.2,5.8,13.1,381.88225
"2920","Colonial Heights",30.63896,4.264305,94800,43224,5.5,7.5,83.7,2.3,74.1,6,6.7,252.7
